Mach,alpha_deg,def_roll,Cll
0.2,4,20,-0.695
0.2,6,20,-0.656
0.2,8,20,-0.615
0.2,10,20,-0.58
0.2,12,20,-0.545
0.2,14,20,-0.516
0.2,16,20,-0.491
0.2,18,20,-0.459
0.2,20,20,-0.435
0.3,0,20,-0.725
0.3,2,20,-0.719
0.3,4,20,-0.701
0.3,6,20,-0.671
0.3,8,20,-0.638
0.3,10,20,-0.608
0.3,12,20,-0.58
0.3,14,20,-0.554
0.3,16,20,-0.532
0.3,18,20,-0.503
0.3,20,20,-0.481
0.4,0,20,-0.753
0.4,2,20,-0.743
0.4,4,20,-0.723
0.4,6,20,-0.698
0.4,8,20,-0.67
0.4,10,20,-0.643
0.4,12,20,-0.617
0.4,14,20,-0.594
0.4,16,20,-0.572
0.4,18,20,-0.545
0.4,20,20,-0.524
0.5,0,20,-0.796
0.5,2,20,-0.784
0.5,4,20,-0.762
0.5,6,20,-0.741
0.5,8,20,-0.715
0.5,10,20,-0.688
0.5,12,20,-0.663
0.5,14,20,-0.64
0.5,16,20,-0.619
0.5,18,20,-0.591
0.5,20,20,-0.569
0.6,0,20,-0.839
0.6,2,20,-0.827
0.6,4,20,-0.81
0.6,6,20,-0.797
0.6,8,20,-0.779
0.6,10,20,-0.756
0.6,12,20,-0.733
0.6,14,20,-0.713
0.6,16,20,-0.693
0.6,18,20,-0.667
0.6,20,20,-0.648
0.7,0,20,-1.162
0.7,2,20,-1.147
0.7,4,20,-1.121
0.7,6,20,-1.1
0.7,8,20,-1.061
0.7,10,20,-1.005
0.7,12,20,-0.957
0.7,14,20,-0.919
0.7,16,20,-0.884
0.7,18,20,-0.843
0.7,20,20,-0.814
0.8,0,20,-1.315
0.8,2,20,-1.302
0.8,4,20,-1.276
0.8,6,20,-1.254
0.8,8,20,-1.219
0.8,10,20,-1.167
0.8,12,20,-1.115
0.8,14,20,-1.07
0.8,16,20,-1.033
0.8,18,20,-0.983
0.8,20,20,-0.948
0.9,0,20,-1.502
0.9,2,20,-1.492
0.9,4,20,-1.473
0.9,6,20,-1.455
0.9,8,20,-1.43
0.9,10,20,-1.387
0.9,12,20,-1.338
0.9,14,20,-1.287
0.9,16,20,-1.24
0.9,18,20,-1.174
0.9,20,20,-1.131
1,0,20,-2.164
1,2,20,-2.155
1,4,20,-2.135
1,6,20,-2.115
1,8,20,-2.093
1,10,20,-2.052
1,12,20,-1.996
1,14,20,-1.935
1,16,20,-1.868
1,18,20,-1.762
1,20,20,-1.699
