Mach,alpha_deg,Reynolds,CA
0.6,20.0,20000000,0.217
0.6,20.0,50000000,0.200
0.6,20.0,75000000,0.194
0.6,20.0,100000000,0.189
0.7,0.0,10000,0.921
0.7,0.0,40000,0.650
0.7,0.0,100000,0.539
0.7,0.0,500000,0.414
0.7,0.0,1000000,0.377
0.7,0.0,10000000,0.297
0.7,0.0,20000000,0.281
0.7,0.0,50000000,0.263
0.7,0.0,75000000,0.257
0.7,0.0,100000000,0.252
0.7,2.0,10000,0.920
0.7,2.0,40000,0.650
0.7,2.0,100000,0.539
0.7,2.0,500000,0.414
0.7,2.0,1000000,0.377
0.7,2.0,10000000,0.297
0.7,2.0,20000000,0.281
0.7,2.0,50000000,0.263
0.7,2.0,75000000,0.257
0.7,2.0,100000000,0.252
0.7,4.0,10000,0.920
0.7,4.0,40000,0.649
0.7,4.0,100000,0.538
0.7,4.0,500000,0.414
0.7,4.0,1000000,0.377
0.7,4.0,10000000,0.297
0.7,4.0,20000000,0.281
0.7,4.0,50000000,0.263
0.7,4.0,75000000,0.256
0.7,4.0,100000000,0.252
0.7,6.0,10000,0.918
0.7,6.0,40000,0.648
0.7,6.0,100000,0.537
0.7,6.0,500000,0.413
0.7,6.0,1000000,0.376
0.7,6.0,10000000,0.296
0.7,6.0,20000000,0.280
0.7,6.0,50000000,0.263
0.7,6.0,75000000,0.256
0.7,6.0,100000000,0.252
0.7,8.0,10000,0.915
0.7,8.0,40000,0.645
0.7,8.0,100000,0.535
0.7,8.0,500000,0.411
0.7,8.0,1000000,0.375
0.7,8.0,10000000,0.295
0.7,8.0,20000000,0.279
0.7,8.0,50000000,0.262
0.7,8.0,75000000,0.255
0.7,8.0,100000000,0.250
0.7,10.0,10000,0.911
0.7,10.0,40000,0.642
0.7,10.0,100000,0.532
0.7,10.0,500000,0.409
0.7,10.0,1000000,0.373
0.7,10.0,10000000,0.293
0.7,10.0,20000000,0.277
0.7,10.0,50000000,0.260
0.7,10.0,75000000,0.253
0.7,10.0,100000000,0.249
0.7,12.0,10000,0.906
0.7,12.0,40000,0.638
0.7,12.0,100000,0.528
0.7,12.0,500000,0.405
0.7,12.0,1000000,0.369
0.7,12.0,10000000,0.290
0.7,12.0,20000000,0.274
0.7,12.0,50000000,0.257
0.7,12.0,75000000,0.250
0.7,12.0,100000000,0.246
0.7,14.0,10000,0.898
0.7,14.0,40000,0.632
0.7,14.0,100000,0.522
0.7,14.0,500000,0.400
0.7,14.0,1000000,0.364
0.7,14.0,10000000,0.285
0.7,14.0,20000000,0.269
0.7,14.0,50000000,0.252
0.7,14.0,75000000,0.245
0.7,14.0,100000000,0.241
0.7,16.0,10000,0.889
0.7,16.0,40000,0.623
0.7,16.0,100000,0.514
0.7,16.0,500000,0.392
0.7,16.0,1000000,0.357
0.7,16.0,10000000,0.278
0.7,16.0,20000000,0.263
0.7,16.0,50000000,0.245
0.7,16.0,75000000,0.239
0.7,16.0,100000000,0.235
0.7,18.0,10000,0.876
0.7,18.0,40000,0.612
0.7,18.0,100000,0.504
0.7,18.0,500000,0.382
0.7,18.0,1000000,0.347
0.7,18.0,10000000,0.269
0.7,18.0,20000000,0.253
0.7,18.0,50000000,0.236
0.7,18.0,75000000,0.230
0.7,18.0,100000000,0.225
0.7,20.0,10000,0.859
0.7,20.0,40000,0.596
0.7,20.0,100000,0.489
0.7,20.0,500000,0.368
0.7,20.0,1000000,0.333
0.7,20.0,10000000,0.256
0.7,20.0,20000000,0.240
0.7,20.0,50000000,0.223
0.7,20.0,75000000,0.217
0.7,20.0,100000000,0.212
0.8,0.0,10000,1.021
0.8,0.0,40000,0.753
0.8,0.0,100000,0.643
0.8,0.0,500000,0.521
0.8,0.0,1000000,0.485
0.8,0.0,10000000,0.406
0.8,0.0,20000000,0.390
0.8,0.0,50000000,0.373
0.8,0.0,75000000,0.366
0.8,0.0,100000000,0.362
0.8,2.0,10000,1.021
0.8,2.0,40000,0.753
0.8,2.0,100000,0.643
0.8,2.0,500000,0.521
0.8,2.0,1000000,0.485
0.8,2.0,10000000,0.406
0.8,2.0,20000000,0.390
0.8,2.0,50000000,0.373
0.8,2.0,75000000,0.366
0.8,2.0,100000000,0.362
0.8,4.0,10000,1.020
0.8,4.0,40000,0.752
0.8,4.0,100000,0.643
0.8,4.0,500000,0.520
0.8,4.0,1000000,0.484
0.8,4.0,10000000,0.406
0.8,4.0,20000000,0.390
0.8,4.0,50000000,0.373
0.8,4.0,75000000,0.366
0.8,4.0,100000000,0.362
0.8,6.0,10000,1.018
0.8,6.0,40000,0.751
0.8,6.0,100000,0.641
0.8,6.0,500000,0.519
0.8,6.0,1000000,0.483
0.8,6.0,10000000,0.405
0.8,6.0,20000000,0.389
0.8,6.0,50000000,0.372
0.8,6.0,75000000,0.365
0.8,6.0,100000000,0.361
0.8,8.0,10000,1.015
0.8,8.0,40000,0.748
0.8,8.0,100000,0.639
0.8,8.0,500000,0.517
0.8,8.0,1000000,0.481
0.8,8.0,10000000,0.403
0.8,8.0,20000000,0.387
0.8,8.0,50000000,0.370
0.8,8.0,75000000,0.364
0.8,8.0,100000000,0.359
0.8,10.0,10000,1.011
0.8,10.0,40000,0.745
0.8,10.0,100000,0.636
0.8,10.0,500000,0.514
0.8,10.0,1000000,0.479
0.8,10.0,10000000,0.401
0.8,10.0,20000000,0.385
0.8,10.0,50000000,0.368
0.8,10.0,75000000,0.361
0.8,10.0,100000000,0.357
0.8,12.0,10000,1.005
0.8,12.0,40000,0.740
0.8,12.0,100000,0.631
0.8,12.0,500000,0.510
0.8,12.0,1000000,0.475
0.8,12.0,10000000,0.397
0.8,12.0,20000000,0.381
0.8,12.0,50000000,0.364
0.8,12.0,75000000,0.358
0.8,12.0,100000000,0.354
0.8,14.0,10000,0.997
0.8,14.0,40000,0.733
0.8,14.0,100000,0.625
0.8,14.0,500000,0.504
0.8,14.0,1000000,0.469
0.8,14.0,10000000,0.392
0.8,14.0,20000000,0.376
0.8,14.0,50000000,0.359
0.8,14.0,75000000,0.353
0.8,14.0,100000000,0.349
0.8,16.0,10000,0.986
