Mach,alpha_deg,delta_deg,CNd,CMd
0.3,2.0,20.0,0.5586338502525526,5.039163808175591
0.3,4.0,20.0,0.5786873730821314,3.913301740743523
0.3,8.0,20.0,0.498473281763816,1.0513775540650607
0.3,12.0,20.0,0.12605071492878123,0.0057295779513082375
0.3,16.0,20.0,-0.08594366926962292,-0.05729577951308237
0.3,20.0,20.0,-0.18907607239317248,-0.08021409131831532
0.5,0.0,20.0,0.5643634282038609,6.016056848873644
0.5,2.0,20.0,0.5471746943499362,4.9761384507112005
0.5,4.0,20.0,0.5643634282038608,3.884653850986981
0.5,8.0,20.0,0.5614986392282066,1.2003465807990747
0.5,12.0,20.0,0.22345354010102125,0.34377467707849424
0.5,16.0,20.0,0.005729577951308873,0.5328507494716654
0.5,20.0,20.0,-0.05443099053742857,0.6016056848873643
0.8,0.0,20.0,0.5958761069360562,6.932789321082961
0.8,2.0,20.0,0.5786873730821315,5.984544170141449
0.8,4.0,20.0,0.6617662533761008,4.821439846025878
0.8,8.0,20.0,0.8651662706475426,1.8735719900777918
0.8,12.0,20.0,0.5471746943499364,1.2805606721173899
0.8,16.0,20.0,0.2692901637114865,1.7733043759298979
0.8,20.0,20.0,0.23491269600363837,1.7102790184655072
1.2,0.0,20.0,0.40966482351853856,9.364995161413306
1.2,2.0,20.0,0.4010704565915763,8.76338947652594
1.2,4.0,20.0,0.6359831525952141,7.262240053283185
1.2,8.0,20.0,1.389422653192246,2.942138277996777
1.2,12.0,20.0,0.9511099399171662,3.3145608448318127
1.2,16.0,20.0,0.650307097473484,3.9419496305000634
1.2,20.0,20.0,0.7448451336700709,3.059594625998595
2.0,0.0,20.0,0.5013380707394703,3.8760594840600193
2.0,2.0,20.0,0.4870141258611997,3.8731946950843645
