Mach,alpha_deg,Reynolds,CA
8,4,1.00E+07,0.165
8,4,3.00E+07,0.165
8,4,5.00E+07,0.165
8,4,7.00E+07,0.165
8,8,1.00E+05,0.174
8,8,5.00E+05,0.174
8,8,1.00E+06,0.174
8,8,3.00E+06,0.174
8,8,5.00E+06,0.174
8,8,7.00E+06,0.174
8,8,1.00E+07,0.174
8,8,3.00E+07,0.174
8,8,5.00E+07,0.174
8,8,7.00E+07,0.174
8,12,1.00E+05,0.19
8,12,5.00E+05,0.19
8,12,1.00E+06,0.19
8,12,3.00E+06,0.19
8,12,5.00E+06,0.19
8,12,7.00E+06,0.19
8,12,1.00E+07,0.19
8,12,3.00E+07,0.19
8,12,5.00E+07,0.19
8,12,7.00E+07,0.19
8,16,1.00E+05,0.21
8,16,5.00E+05,0.21
8,16,1.00E+06,0.21
8,16,3.00E+06,0.21
8,16,5.00E+06,0.21
8,16,7.00E+06,0.21
8,16,1.00E+07,0.21
8,16,3.00E+07,0.21
8,16,5.00E+07,0.21
8,16,7.00E+07,0.21
8,20,1.00E+05,0.236
8,20,5.00E+05,0.236
8,20,1.00E+06,0.236
8,20,3.00E+06,0.236
8,20,5.00E+06,0.236
8,20,7.00E+06,0.236
8,20,1.00E+07,0.236
8,20,3.00E+07,0.236
8,20,5.00E+07,0.236
8,20,7.00E+07,0.236
9,0,1.00E+05,0.148
9,0,5.00E+05,0.148
9,0,1.00E+06,0.148
9,0,3.00E+06,0.148
9,0,5.00E+06,0.148
9,0,7.00E+06,0.148
9,0,1.00E+07,0.148
9,0,3.00E+07,0.148
9,0,5.00E+07,0.148
9,0,7.00E+07,0.148
9,4,1.00E+05,0.151
9,4,5.00E+05,0.151
9,4,1.00E+06,0.151
9,4,3.00E+06,0.151
9,4,5.00E+06,0.151
9,4,7.00E+06,0.151
9,4,1.00E+07,0.151
9,4,3.00E+07,0.151
9,4,5.00E+07,0.151
9,4,7.00E+07,0.151
9,8,1.00E+05,0.161
9,8,5.00E+05,0.161
9,8,1.00E+06,0.161
9,8,3.00E+06,0.161
9,8,5.00E+06,0.161
9,8,7.00E+06,0.161
9,8,1.00E+07,0.161
9,8,3.00E+07,0.161
9,8,5.00E+07,0.161
9,8,7.00E+07,0.161
9,12,1.00E+05,0.177
9,12,5.00E+05,0.177
9,12,1.00E+06,0.177
9,12,3.00E+06,0.177
9,12,5.00E+06,0.177
9,12,7.00E+06,0.177
9,12,1.00E+07,0.177
9,12,3.00E+07,0.177
9,12,5.00E+07,0.177
9,12,7.00E+07,0.177
9,16,1.00E+05,0.199
9,16,5.00E+05,0.199
9,16,1.00E+06,0.199
9,16,3.00E+06,0.199
9,16,5.00E+06,0.199
9,16,7.00E+06,0.199
9,16,1.00E+07,0.199
9,16,3.00E+07,0.199
9,16,5.00E+07,0.199
9,16,7.00E+07,0.199
9,20,1.00E+05,0.226
9,20,5.00E+05,0.226
9,20,1.00E+06,0.226
9,20,3.00E+06,0.226
9,20,5.00E+06,0.226
9,20,7.00E+06,0.226
9,20,1.00E+07,0.226
9,20,3.00E+07,0.226
9,20,5.00E+07,0.226
9,20,7.00E+07,0.226
