Mach,alpha_deg,Reynolds,CA
0.9,18.0,70000000.0,0.449
0.9,20.0,100000.0,0.667
0.9,20.0,500000.0,0.519
0.9,20.0,1000000.0,0.474
0.9,20.0,3000000.0,0.42
0.9,20.0,5000000.0,0.42
0.9,20.0,7000000.0,0.421
0.9,20.0,10000000.0,0.421
0.9,20.0,30000000.0,0.421
0.9,20.0,40000000.0,0.421
0.9,20.0,50000000.0,0.421
0.9,20.0,70000000.0,0.422
1.2,0.0,100000.0,1.143
1.2,0.0,500000.0,1.007
1.2,0.0,1000000.0,0.965
1.2,0.0,3000000.0,0.913
1.2,0.0,5000000.0,0.91
1.2,0.0,7000000.0,0.91
1.2,0.0,10000000.0,0.91
1.2,0.0,30000000.0,0.91
1.2,0.0,40000000.0,0.91
1.2,0.0,50000000.0,0.91
1.2,0.0,70000000.0,0.91
1.2,2.0,100000.0,1.141
1.2,2.0,500000.0,1.005
1.2,2.0,1000000.0,0.963
1.2,2.0,3000000.0,0.911
1.2,2.0,5000000.0,0.909
1.2,2.0,7000000.0,0.909
1.2,2.0,10000000.0,0.909
1.2,2.0,30000000.0,0.909
1.2,2.0,40000000.0,0.909
1.2,2.0,50000000.0,0.909
1.2,2.0,70000000.0,0.909
1.2,4.0,100000.0,1.136
1.2,4.0,500000.0,1.0
1.2,4.0,1000000.0,0.959
1.2,4.0,3000000.0,0.907
1.2,4.0,5000000.0,0.904
1.2,4.0,7000000.0,0.904
1.2,4.0,10000000.0,0.904
1.2,4.0,30000000.0,0.904
1.2,4.0,40000000.0,0.904
1.2,4.0,50000000.0,0.904
1.2,4.0,70000000.0,0.904
1.2,6.0,100000.0,1.128
1.2,6.0,500000.0,0.992
1.2,6.0,1000000.0,0.951
1.2,6.0,3000000.0,0.899
1.2,6.0,5000000.0,0.896
1.2,6.0,7000000.0,0.896
1.2,6.0,10000000.0,0.896
1.2,6.0,30000000.0,0.896
1.2,6.0,40000000.0,0.896
1.2,6.0,50000000.0,0.896
1.2,6.0,70000000.0,0.896
1.2,8.0,100000.0,1.116
1.2,8.0,500000.0,0.981
1.2,8.0,1000000.0,0.94
1.2,8.0,3000000.0,0.889
1.2,8.0,5000000.0,0.886
1.2,8.0,7000000.0,0.886
1.2,8.0,10000000.0,0.886
1.2,8.0,30000000.0,0.886
1.2,8.0,40000000.0,0.886
1.2,8.0,50000000.0,0.886
1.2,8.0,70000000.0,0.886
1.2,10.0,100000.0,1.1
1.2,10.0,500000.0,0.967
1.2,10.0,1000000.0,0.926
1.2,10.0,3000000.0,0.875
1.2,10.0,5000000.0,0.873
1.2,10.0,7000000.0,0.873
1.2,10.0,10000000.0,0.873
1.2,10.0,30000000.0,0.873
1.2,10.0,40000000.0,0.873
1.2,10.0,50000000.0,0.873
1.2,10.0,70000000.0,0.873
1.2,12.0,100000.0,1.082
1.2,12.0,500000.0,0.95
1.2,12.0,1000000.0,0.91
1.2,12.0,3000000.0,0.859
1.2,12.0,5000000.0,0.856
1.2,12.0,7000000.0,0.856
1.2,12.0,10000000.0,0.856
1.2,12.0,30000000.0,0.856
1.2,12.0,40000000.0,0.856
1.2,12.0,50000000.0,0.856
1.2,12.0,70000000.0,0.856
1.2,14.0,100000.0,1.06
1.2,14.0,500000.0,0.93
1.2,14.0,1000000.0,0.89
1.2,14.0,3000000.0,0.84
1.2,14.0,5000000.0,0.838
1.2,14.0,7000000.0,0.838
1.2,14.0,10000000.0,0.838
1.2,14.0,30000000.0,0.838
1.2,14.0,40000000.0,0.838
1.2,14.0,50000000.0,0.838
